"TOA5","MET","CR1000","84938","CR1000.Std.31.02","CPU:SGP_E13_MET_20210128.CR1","16813","Table1"
"TIMESTAMP","RECORD","batt_volt","PTemp","Pressure_kPa","Temp_C_Avg","Temp_C_Std","RH_Avg","RH_Std","Vap_Pressure_kPa_Avg","Vap_Pressure_kPa_Std","WS_MS_S_WVT","WS_MS_U_WVT","WindDir_DU_WVT","WindDir_SDU_WVT","rain_mm_Tot","rain_mm_min_corrected","PWDa_ID","PWDa_Alarms","PWDa_Vis_Avg_1min","PWDa_Vis_Avg_10min","PWDa_Code_instant","PWDa_Code_15min","PWDa_Code_1hour","PWDa_H2O_Int_Avg_1min","PWDa_Total_H2O_mm","PWDa_Total_Snow_mm","PCP_Rate","WS_Slope","WS_Offset","TBRG_SN","RainCoefA","RainCoefB"
"2023-07-07 20:31:00",1281562,12.98,24.42,97.6,22.62,0.019,98.9,0.831,2.715,0.025,2.79,2.785,148.5,3.161,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:32:00",1281563,12.99,24.45,97.6,22.7,0.08,99.7,0.716,2.75,0.029,2.439,2.405,159.5,9.49,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:33:00",1281564,12.97,24.51,97.59,22.9,0.023,100,0.109,2.792,0.005,2.726,2.713,152.2,5.607,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:34:00",1281565,12.97,24.54,97.59,22.87,0.025,99.9,0.345,2.782,0.013,2.71,2.695,156.7,6.039,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:35:00",1281566,12.98,24.57,97.58,22.92,0.059,99.8,0.483,2.789,0.022,2.834,2.796,154.6,9.32,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:36:00",1281567,12.99,24.6,97.58,22.95,0.035,100,0.115,2.801,0.007,3.373,3.364,162.2,4.04,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:37:00",1281568,12.97,24.66,97.57,22.92,0.028,100.1,0.108,2.796,0.006,3.704,3.684,150.9,6.079,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:38:00",1281569,12.98,24.69,97.57,22.9,0.036,98.9,1.123,2.761,0.037,4.116,4.102,154.1,4.661,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:39:00",1281570,12.97,24.72,97.57,22.88,0.016,97.3,0.487,2.713,0.014,4.175,4.171,153.4,2.404,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:40:00",1281571,12.96,24.75,97.56,22.86,0.018,93.9,0.924,2.615,0.027,3.833,3.828,151.4,3.018,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:41:00",1281572,12.97,24.78,97.56,22.91,0.042,93.9,0.954,2.623,0.033,3.554,3.543,153.1,4.465,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:42:00",1281573,12.97,24.84,97.56,23.14,0.104,99.1,1.231,2.809,0.05,2.938,2.908,153,8.22,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:43:00",1281574,12.97,24.87,97.56,23.31,0.012,97.9,1.708,2.8,0.049,3.262,3.24,153.3,6.62,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:44:00",1281575,12.97,24.89,97.56,23.46,0.04,99.3,1.076,2.868,0.035,3.517,3.5,161.6,5.621,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:45:00",1281576,12.97,24.92,97.55,23.42,0.03,91.5,1.124,2.636,0.035,3.51,3.505,165.9,3.122,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:46:00",1281577,12.95,24.98,97.55,23.44,0.016,91.7,0.524,2.645,0.016,3.559,3.55,162.2,4.121,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:47:00",1281578,12.95,25.01,97.54,23.43,0.023,91.6,0.84,2.641,0.026,3.255,3.247,160,4.141,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:48:00",1281579,12.96,25.07,97.55,23.42,0.042,91.5,1.959,2.638,0.062,2.757,2.745,150.1,5.292,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:49:00",1281580,12.97,25.1,97.55,23.49,0.021,92.8,1.748,2.684,0.052,2.942,2.929,151.8,5.266,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:50:00",1281581,12.96,25.16,97.55,23.55,0.032,92.1,0.368,2.674,0.014,2.386,2.345,140.1,10.6,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:51:00",1281582,12.97,25.19,97.55,23.55,0.036,90.8,1.078,2.636,0.036,2.128,2.102,136.3,9,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:52:00",1281583,12.96,25.25,97.55,23.64,0.019,92.8,0.841,2.71,0.025,2.362,2.327,132.7,9.89,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:53:00",1281584,12.97,25.28,97.56,23.63,0.01,88.8,0.808,2.591,0.024,2.468,2.435,118.7,9.37,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:54:00",1281585,12.95,25.31,97.55,23.62,0.014,87.9,0.793,2.563,0.025,2.445,2.424,121.6,7.572,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:55:00",1281586,12.94,25.37,97.56,23.66,0.035,90.5,2.192,2.645,0.069,2.182,2.146,141.5,10.48,0,0,1,0,20000,20000,0,23,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:56:00",1281587,12.95,25.46,97.56,23.77,0.059,89.9,1.307,2.644,0.046,2.537,2.484,137.9,11.7,0,0,1,0,20000,20000,0,0,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:57:00",1281588,12.96,25.52,97.55,23.9,0.023,87.6,1.465,2.596,0.043,2.786,2.777,126.8,4.643,0,0,1,0,20000,20000,0,0,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:58:00",1281589,12.96,25.58,97.56,23.89,0.025,85.4,0.836,2.529,0.027,2.849,2.836,112.8,5.384,0,0,1,0,20000,20000,0,0,23,0,81.65,0,0,0.098,0,116,0.001,0.999
"2023-07-07 20:59:00",1281590,12.95,25.64,97.55,23.87,0.024,83,0.966,2.457,0.03,3.108,3.1,129.2,4.288,0,0,1,0,20000,20000,0,0,23,0,81.65,0,0,0.098,0,116,0.001,0.999
